review_id,user_id,product_id,product,text,rating,date,sentiment,sentiment_label,kmeans_cluster,dbscan_cluster,x,y
R0107,U022,P005,Пылесос CleanBot Mini,"Пришёл брак, пришлось писать в поддержку и оформлять возврат. Особенно заметно: брак, возврат.",1,2026-02-05,0,негативный,2,13,0.046863423818522994,0.0028167669122386553
R0108,U006,P004,Умные часы FitTime Pro,"Можно пользоваться, но качество не идеальное. Особенно заметно: приятно, но неудобно.",3,2026-01-31,0,негативный,1,22,0.08843921391333864,-0.03739051324567952
R0109,U032,P011,Планшет TabLine 10,"Доставка задержалась, коробка была мятая, впечатление испорчено. Особенно заметно: возврат, шум.",2,2026-02-27,0,негативный,2,18,0.05669200690811347,0.007366393540139068
R0110,U045,P007,Электрочайник GlassHeat,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: качественно, приятно.",4,2026-02-01,1,позитивный,3,16,-0.11031528557587038,0.716586534211301
R0111,U034,P009,Клавиатура KeyMaster RGB,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: качественно, надежно.",4,2026-02-14,1,позитивный,3,15,-0.2909352411600314,-0.3030245023022221
R0112,U030,P012,Роутер HomeNet AX,"Хорошая [NAME], приятный дизайн, цена полностью оправдана. Особенно заметно: удобно, качественно.",4,2026-02-04,1,позитивный,2,2,0.0013470853463967663,-0.029772353656410438
R0113,U021,P004,Умные часы FitTime Pro,"Не рекомендую, устройство шумит, иногда зависает и плохо работает. Особенно заметно: царапина, шум.",2,2026-01-16,0,негативный,2,9,0.09692329713894432,-0.019880021171311116
R0114,U031,P012,Роутер HomeNet AX,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: удобно, но царапина.",3,2026-02-05,0,негативный,1,7,0.21964330821823153,-0.23512349581119435
R0115,U015,P005,Пылесос CleanBot Mini,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: надежно, стильно.",5,2026-02-16,1,позитивный,3,21,-0.04235088908457849,0.12090243936644474
R0116,U004,P001,Смартфон Aurora X1,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: стильно, быстро.",5,2026-03-12,1,позитивный,2,11,-0.037996385370490396,0.06406377827616061
R0117,U037,P001,Смартфон Aurora X1,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: качественно, удобно.",4,2026-02-06,1,позитивный,0,14,-0.20306235468121067,0.10211214952100049
R0118,U017,P001,Смартфон Aurora X1,"Качество выше ожиданий, упаковка аккуратная, доставка пришла вовремя. Особенно заметно: аккуратно, приятно.",4,2026-04-21,1,позитивный,2,19,0.05117863424866181,0.07580361696148209
R0119,U037,P002,Ноутбук VectorBook 14,"Нормально за свою цену, есть плюсы и минусы. Особенно заметно: надежно, но возврат.",3,2026-03-22,0,негативный,1,3,0.07926642667983126,-0.03428691844194943
R0120,U016,P002,Ноутбук VectorBook 14,"Можно пользоваться, но качество не идеальное. Особенно заметно: приятно, но медленно.",3,2026-01-16,0,негативный,1,22,0.09259037005660277,-0.042346916941392254
R0121,U029,P008,Игровая мышь CyberClick,"Описание на сайте красивое, но в реальности товар заметно хуже. Особенно заметно: возврат, неудобно.",2,2026-02-08,0,негативный,2,20,0.07823671714194713,-0.003737422176309534
R0122,U004,P010,Монитор VisionView 27,"Доставка задержалась, коробка была мятая, впечатление испорчено. Особенно заметно: царапина, поломка.",1,2026-03-20,0,негативный,2,18,0.054443237221242544,0.010768419773756942
R0123,U017,P004,Умные часы FitTime Pro,"Хорошая [NAME], приятный дизайн, цена полностью оправдана. Особенно заметно: надежно, выгодно.",5,2026-03-26,1,позитивный,2,2,-0.01801936146172438,-0.02947260057437862
R0124,U011,P002,Ноутбук VectorBook 14,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: стильно, надежно.",4,2026-01-01,1,позитивный,3,16,-0.1383422483845259,0.6876824855175002
R0125,U015,P001,Смартфон Aurora X1,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: удобно, качественно.",4,2026-02-06,1,позитивный,0,14,-0.187956142809604,0.09904756940536326
R0126,U017,P004,Умные часы FitTime Pro,"Не подошло, работает нестабильно, интерфейс неудобный и медленный. Особенно заметно: царапина, неудобно.",2,2026-04-11,0,негативный,2,17,0.03431748674115977,-0.0044084947494392795
R0127,U035,P002,Ноутбук VectorBook 14,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: надежно, но шум.",3,2026-01-29,0,негативный,1,7,0.19908433459145047,-0.22846364993424603
R0128,U011,P001,Смартфон Aurora X1,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: выгодно, приятно.",5,2026-04-12,1,позитивный,3,16,-0.1292900340305259,0.7043182529164655
R0129,U030,P002,Ноутбук VectorBook 14,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: выгодно, стильно.",4,2026-03-30,1,позитивный,2,10,0.5189759549952978,-0.15287093427647855
R0130,U032,P009,Клавиатура KeyMaster RGB,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: аккуратно, качественно.",5,2026-02-26,1,позитивный,3,21,-0.03619609881933727,0.15929734573088128
R0131,U039,P006,Кофемашина AromaBarista,"Хорошая [NAME], приятный дизайн, цена полностью оправдана. Особенно заметно: быстро, аккуратно.",5,2026-02-02,1,позитивный,2,2,-0.003740425710627563,0.011433420340105305
R0132,U018,P011,Планшет TabLine 10,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: стильно, выгодно.",5,2026-03-15,1,позитивный,2,11,-0.05441131709116992,0.04925709008310173
R0133,U029,P011,Планшет TabLine 10,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: аккуратно, качественно.",5,2026-02-05,1,позитивный,3,16,-0.12987641527103636,0.7231239362172825
R0134,U006,P008,Игровая мышь CyberClick,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: качественно, стильно.",4,2026-03-02,1,позитивный,2,5,0.07740936471961961,0.03788989994024901
R0135,U011,P002,Ноутбук VectorBook 14,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: выгодно, качественно.",4,2026-02-12,1,позитивный,0,14,-0.2051247215863119,0.10391595983850577
R0136,U036,P007,Электрочайник GlassHeat,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: выгодно, но поломка.",3,2026-01-05,0,негативный,1,7,0.18511461050224925,-0.21100446641914544
R0137,U026,P002,Ноутбук VectorBook 14,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: стильно, приятно.",4,2026-04-21,1,позитивный,3,21,-0.029712329740435077,0.12361441932967146
R0138,U013,P001,Смартфон Aurora X1,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: стильно, аккуратно.",5,2026-03-08,1,позитивный,0,14,-0.21867759950382126,0.10261053686485183
R0139,U014,P001,Смартфон Aurora X1,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: стильно, качественно.",4,2026-02-04,1,позитивный,3,4,-0.5573294132558353,-0.29103609121132457
R0140,U008,P008,Игровая мышь CyberClick,"Не подошло, работает нестабильно, интерфейс неудобный и медленный. Особенно заметно: царапина, поломка.",1,2026-01-04,0,негативный,2,17,0.033122422644054246,-0.003981477655000135
R0141,U020,P003,Беспроводные наушники SonicPods,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: удобно, стильно.",5,2026-03-12,1,позитивный,2,10,0.5535821915183905,-0.15780483633014514
R0142,U030,P002,Ноутбук VectorBook 14,"Нормально за свою цену, есть плюсы и минусы. Особенно заметно: стильно, но возврат.",3,2026-01-16,0,негативный,1,3,0.08101200686616014,-0.04594927707887453
R0143,U018,P009,Клавиатура KeyMaster RGB,"Покупкой недовольна, заряд держит мало, подключение часто пропадает. Особенно заметно: царапина, неудобно.",2,2026-02-23,0,негативный,2,8,0.05562226904597462,0.01635931169525651
R0144,U010,P009,Клавиатура KeyMaster RGB,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: надежно, аккуратно. Меня зовут [NAME], телефон [PHONE].",5,2026-02-19,1,позитивный,3,16,-0.1106627887923967,0.49687034400591484
R0145,U018,P009,Клавиатура KeyMaster RGB,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: стильно, аккуратно.",5,2026-04-16,1,позитивный,3,4,-0.5644366753265632,-0.27785450454465904
R0146,U029,P003,Беспроводные наушники SonicPods,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: аккуратно, приятно.",4,2026-03-10,1,позитивный,2,5,0.07457347536342375,0.06776444675501316
R0147,U013,P006,Кофемашина AromaBarista,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: приятно, аккуратно.",5,2026-03-31,1,позитивный,2,10,0.5350506987194649,-0.12941926962249264
R0148,U003,P007,Электрочайник GlassHeat,"Описание на сайте красивое, но в реальности товар заметно хуже. Особенно заметно: медленно, поломка.",2,2026-02-10,0,негативный,2,20,0.07766277250073962,-0.0045916668356240364
R0149,U010,P011,Планшет TabLine 10,"Не рекомендую, устройство шумит, иногда зависает и плохо работает. Особенно заметно: поломка, медленно.",1,2026-03-05,0,негативный,2,9,0.09160982975135823,-0.01646876326335168
R0150,U029,P002,Ноутбук VectorBook 14,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: быстро, качественно.",4,2026-01-13,1,позитивный,0,14,-0.18463000684604808,0.1268139899203932
R0151,U027,P003,Беспроводные наушники SonicPods,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: удобно, приятно.",4,2026-04-22,1,позитивный,2,11,-0.015778132425203914,0.05976354930611468
R0152,U022,P005,Пылесос CleanBot Mini,"Доставка задержалась, коробка была мятая, впечатление испорчено. Особенно заметно: поломка, медленно.",2,2026-03-21,0,негативный,2,18,0.053931624610327654,0.010196217571434454
R0153,U035,P011,Планшет TabLine 10,"Покупкой недовольна, заряд держит мало, подключение часто пропадает. Особенно заметно: брак, возврат.",1,2026-02-18,0,негативный,2,8,0.05492995460049437,0.01700280647919098
R0154,U016,P002,Ноутбук VectorBook 14,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: приятно, но шум.",3,2026-03-22,0,негативный,1,7,0.22439978490755078,-0.23457372003518787
R0155,U007,P007,Электрочайник GlassHeat,"Доставка задержалась, коробка была мятая, впечатление испорчено. Особенно заметно: неудобно, шум.",2,2026-04-08,0,негативный,2,18,0.05542243888686302,0.00859934076460582
R0156,U020,P012,Роутер HomeNet AX,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: быстро, надежно.",5,2026-04-26,1,позитивный,2,5,0.07890092079467745,0.07577923049144895
R0157,U024,P006,Кофемашина AromaBarista,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: аккуратно, выгодно.",5,2026-02-25,1,позитивный,3,15,-0.30973327544369483,-0.29119521930553977
R0158,U012,P011,Планшет TabLine 10,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: аккуратно, выгодно.",5,2026-01-22,1,позитивный,3,16,-0.14852556816212434,0.7251726241097041
R0159,U016,P011,Планшет TabLine 10,"Не рекомендую, устройство шумит, иногда зависает и плохо работает. Особенно заметно: царапина, неудобно.",1,2026-03-05,0,негативный,2,9,0.09331197204709238,-0.01621640611728151
R0160,U017,P011,Планшет TabLine 10,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: стильно, надежно.",5,2026-02-28,1,позитивный,3,21,-0.04477975854132876,0.1299489464750913
R0161,U035,P011,Планшет TabLine 10,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: выгодно, качественно.",5,2026-01-21,1,позитивный,2,5,0.06800350057891753,0.043129424206321654
R0162,U045,P007,Электрочайник GlassHeat,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: приятно, но медленно.",3,2026-02-02,0,негативный,1,7,0.21691836813545215,-0.22503016319434063
R0163,U007,P008,Игровая мышь CyberClick,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: выгодно, качественно.",4,2026-01-31,1,позитивный,2,5,0.06800350057891753,0.043129424206321654
R0164,U002,P005,Пылесос CleanBot Mini,"Пришёл брак, пришлось писать в поддержку и оформлять возврат. Особенно заметно: брак, возврат.",2,2026-04-17,0,негативный,2,13,0.046863423818522994,0.0028167669122386553
R0165,U004,P011,Планшет TabLine 10,"Пришёл брак, пришлось писать в поддержку и оформлять возврат. Особенно заметно: царапина, возврат.",2,2026-03-19,0,негативный,2,13,0.04976836637844079,0.0010127681222739425
R0166,U015,P006,Кофемашина AromaBarista,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: надежно, качественно.",5,2026-03-23,1,позитивный,3,4,-0.54303829946882,-0.2731365271997096
R0167,U041,P002,Ноутбук VectorBook 14,"Сервис магазина порадовал, товар новый, без дефектов и царапин. Особенно заметно: быстро, выгодно.",5,2026-03-24,1,позитивный,0,14,-0.18820999717539522,0.12970674145045546
R0168,U009,P006,Кофемашина AromaBarista,"Пластик дешевый, сборка хлипкая, товар не стоит своих денег. Особенно заметно: медленно, шум.",1,2026-01-12,0,негативный,2,23,0.03222925731612379,0.02230318014378034
R0169,U009,P004,Умные часы FitTime Pro,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: выгодно, аккуратно.",4,2026-04-11,1,позитивный,2,5,0.06585203010583451,0.04695735176625593
R0170,U017,P003,Беспроводные наушники SonicPods,"Пришёл брак, пришлось писать в поддержку и оформлять возврат. Особенно заметно: поломка, медленно. Свяжитесь со мной по номеру [PHONE].",1,2026-04-16,0,негативный,2,-1,0.0410236330969525,0.004992644395195803
R0171,U015,P003,Беспроводные наушники SonicPods,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: качественно, быстро.",4,2026-04-21,1,позитивный,2,10,0.5481956459383591,-0.12296648084894982
R0172,U001,P007,Электрочайник GlassHeat,"Можно пользоваться, но качество не идеальное. Особенно заметно: качественно, но возврат.",3,2026-02-03,0,негативный,1,22,0.0813590207980573,-0.03265930905205993
R0173,U025,P010,Монитор VisionView 27,"За свои деньги просто супер, функциональность отличная, нареканий нет. Особенно заметно: удобно, качественно.",4,2026-04-16,1,позитивный,2,5,0.08468878690988729,0.03845120742665567
R0174,U031,P004,Умные часы FitTime Pro,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: приятно, но шум.",3,2026-01-04,0,негативный,1,7,0.22439978490755078,-0.23457372003518787
R0175,U030,P011,Планшет TabLine 10,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: удобно, стильно.",4,2026-03-31,1,позитивный,2,10,0.5535821915183905,-0.15780483633014514
R0176,U003,P001,Смартфон Aurora X1,"Доставка задержалась, коробка была мятая, впечатление испорчено. Особенно заметно: шум, неудобно.",1,2026-02-08,0,негативный,2,18,0.055421888035570355,0.008132682973240973
R0177,U009,P009,Клавиатура KeyMaster RGB,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: аккуратно, выгодно.",4,2026-02-19,1,позитивный,3,15,-0.30973327544369483,-0.29119521930553977
R0178,U010,P012,Роутер HomeNet AX,"Качество выше ожиданий, упаковка аккуратная, доставка пришла вовремя. Особенно заметно: стильно, выгодно.",4,2026-04-24,1,позитивный,2,19,0.033016415720505295,0.0363086680241856
R0179,U018,P007,Электрочайник GlassHeat,"Цена завышена, ожидала большего, функциональность неудобная. Особенно заметно: неудобно, царапина.",2,2026-01-05,0,негативный,2,0,0.04425849489609788,0.006935302100954048
R0180,U024,P004,Умные часы FitTime Pro,"Пластик дешевый, сборка хлипкая, товар не стоит своих денег. Особенно заметно: поломка, брак.",1,2026-01-13,0,негативный,2,23,0.02822109936193787,0.02768167062919858
R0181,U018,P007,Электрочайник GlassHeat,"Покупкой недовольна, заряд держит мало, подключение часто пропадает. Особенно заметно: шум, поломка.",1,2026-01-25,0,негативный,2,8,0.054641396951398455,0.014777615376163698
R0182,U042,P004,Умные часы FitTime Pro,"Обычный товар, в целом работает, но без сильных преимуществ. Особенно заметно: быстро, но поломка.",3,2026-03-23,0,негативный,1,6,0.01214992403133189,-0.03153670684830404
R0183,U009,P004,Умные часы FitTime Pro,"Обычный товар, в целом работает, но без сильных преимуществ. Особенно заметно: приятно, но царапина.",3,2026-04-11,0,негативный,1,6,0.016427832456681248,-0.06099118462266515
R0184,U022,P004,Умные часы FitTime Pro,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: быстро, надежно.",5,2026-04-10,1,позитивный,3,16,-0.1203705770318942,0.7364226190261429
R0185,U009,P003,Беспроводные наушники SonicPods,"Очень удобная [NAME], пользуюсь каждый день, рекомендую к покупке. Особенно заметно: удобно, качественно.",5,2026-03-11,1,позитивный,2,11,-0.025061689276249625,0.05874904708172177
R0186,U009,P001,Смартфон Aurora X1,"Хорошая [NAME], приятный дизайн, цена полностью оправдана. Особенно заметно: качественно, быстро.",5,2026-01-02,1,позитивный,2,2,0.004222552681825498,-0.012767507938180203
R0187,U017,P003,Беспроводные наушники SonicPods,"Покупка удачная, устройство тихое, красивое и надежное. Особенно заметно: удобно, качественно.",5,2026-01-07,1,позитивный,2,10,0.5507200482330695,-0.14454551656055642
R0188,U031,P002,Ноутбук VectorBook 14,"Плохой опыт, после недели использования [NAME] неисправность. Особенно заметно: шум, царапина.",2,2026-02-27,0,негативный,2,1,0.025554873217095556,-0.04365184202432881
R0189,U015,P009,Клавиатура KeyMaster RGB,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: выгодно, приятно.",5,2026-03-20,1,позитивный,3,15,-0.29245662708461734,-0.3085602872741572
R0190,U002,P011,Планшет TabLine 10,"Описание на сайте красивое, но в реальности товар заметно хуже. Особенно заметно: медленно, поломка.",1,2026-01-08,0,негативный,2,20,0.07766277250073962,-0.0045916668356240364
R0191,U032,P002,Ноутбук VectorBook 14,"Доставка задержалась, коробка была мятая, впечатление испорчено. Особенно заметно: шум, задержка.",1,2026-04-02,0,негативный,2,18,0.056850911424560405,0.0069075260242177465
R0192,U010,P010,Монитор VisionView 27,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: качественно, приятно.",5,2026-01-09,1,позитивный,3,16,-0.11031528557587038,0.716586534211301
R0193,U034,P010,Монитор VisionView 27,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: аккуратно, быстро.",4,2026-02-07,1,позитивный,3,16,-0.1355020296439256,0.7740904889671729
R0194,U008,P012,Роутер HomeNet AX,"Нормально за свою цену, есть плюсы и минусы. Особенно заметно: аккуратно, но неудобно.",3,2026-04-20,0,негативный,1,3,0.0759030811003337,-0.011302805778405976
R0195,U027,P004,Умные часы FitTime Pro,"Описание на сайте красивое, но в реальности товар заметно хуже. Особенно заметно: медленно, поломка.",2,2026-02-13,0,негативный,2,20,0.07766277250073962,-0.0045916668356240364
R0196,U021,P002,Ноутбук VectorBook 14,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: качественно, удобно.",4,2026-02-24,1,позитивный,3,4,-0.5527930415365593,-0.2833638872940024
R0197,U031,P011,Планшет TabLine 10,"Качество выше ожиданий, упаковка аккуратная, доставка пришла вовремя. Особенно заметно: удобно, приятно.",5,2026-01-09,1,позитивный,2,19,0.07027108483187346,0.04641317383079754
R0198,U024,P002,Ноутбук VectorBook 14,"Отличный товар, работает быстро и стабильно, покупкой довольна. Особенно заметно: качественно, стильно.",5,2026-04-14,1,позитивный,3,21,-0.029614052372538696,0.12833962534474067
R0199,U027,P002,Ноутбук VectorBook 14,"Описание на сайте красивое, но в реальности товар заметно хуже. Особенно заметно: брак, задержка.",2,2026-02-15,0,негативный,2,20,0.07789298368404873,-0.00379975930105336
R0200,U020,P010,Монитор VisionView 27,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: приятно, удобно.",5,2026-02-15,1,позитивный,3,15,-0.27699715644302336,-0.3157941701973742
R0201,U031,P011,Планшет TabLine 10,"Пластик дешевый, сборка хлипкая, товар не стоит своих денег. Особенно заметно: поломка, брак.",2,2026-01-29,0,негативный,2,23,0.02822109936193787,0.02768167062919858
R0202,U037,P005,Пылесос CleanBot Mini,"Плохой опыт, после недели использования [NAME] неисправность. Особенно заметно: брак, возврат.",2,2026-01-29,0,негативный,2,1,0.023648358417258767,-0.036787286524946894
R0203,U045,P011,Планшет TabLine 10,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: выгодно, надежно.",5,2026-02-04,1,позитивный,3,4,-0.5499967041858607,-0.27471820824864657
R0204,U001,P006,Кофемашина AromaBarista,"Не подошло, работает нестабильно, интерфейс неудобный и медленный. Особенно заметно: медленно, брак.",2,2026-01-24,0,негативный,2,17,0.0328876349112735,-0.004922733018522906
R0205,U041,P003,Беспроводные наушники SonicPods,"Работает лучше предыдущей модели, батарея [NAME] долго, впечатления [NAME]. Особенно заметно: приятно, стильно. Меня зовут [NAME], телефон [PHONE].",5,2026-01-04,1,позитивный,3,15,-0.21083081633150524,-0.2461957927451309
R0206,U020,P006,Кофемашина AromaBarista,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: удобно, быстро.",4,2026-04-03,1,позитивный,3,16,-0.11042171045421144,0.7084633837482273
R0207,U011,P003,Беспроводные наушники SonicPods,"Качество выше ожиданий, упаковка аккуратная, доставка пришла вовремя. Особенно заметно: выгодно, приятно.",4,2026-04-07,1,позитивный,2,19,0.04877984471836458,0.05321872348993445
R0208,U028,P011,Планшет TabLine 10,"Можно пользоваться, но качество не идеальное. Особенно заметно: выгодно, но царапина.",3,2026-03-04,0,негативный,1,22,0.07616360172061161,-0.04231481970102743
R0209,U008,P009,Клавиатура KeyMaster RGB,"Товар понравился, всё подключилось без проблем, инструкция [NAME]. Особенно заметно: стильно, выгодно.",4,2026-02-14,1,позитивный,3,4,-0.5657004168066124,-0.2942563605667849
R0210,U020,P011,Планшет TabLine 10,"Очень довольна заказом, товар соответствует описанию и фото. Особенно заметно: быстро, стильно.",5,2026-01-06,1,позитивный,3,16,-0.11371190175023553,0.7110905683930774
R0211,U020,P004,Умные часы FitTime Pro,"Пришёл брак, пришлось писать в поддержку и оформлять возврат. Особенно заметно: возврат, задержка.",2,2026-01-28,0,негативный,2,13,0.04788558893375732,0.0012789883874116759
R0212,U001,P002,Ноутбук VectorBook 14,"Не рекомендую, устройство шумит, иногда зависает и плохо работает. Особенно заметно: задержка, царапина.",2,2026-03-05,0,негативный,2,9,0.09300522064043656,-0.017782265942874978
R0213,U015,P009,Клавиатура KeyMaster RGB,"Покупка средняя, ожидания [NAME] оправдались. Особенно заметно: удобно, но медленно.",3,2026-03-06,0,негативный,1,7,0.21885982838491444,-0.2338333337839477
